,season,name,position,value,adjusted_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
15668,2017-18,Ben Hamer,GK,43,1,0,0,0,2,0,0,0,1,0.0,0,15.2,24,90,0,0,Leicester,Southampton,True,0,4,19:45,1.4222222222222223,2018-04-19
15669,2017-18,Ben Johnson,MID,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15670,2017-18,Ben Mee,DEF,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Leicester,True,1,4,15:00,1.1450381679389312,2018-04-14
15671,2017-18,Ben Mee,DEF,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,True,-1,4,19:45,0.475,2018-04-19
15672,2017-18,Ben Watson,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15673,2017-18,Ben Woodburn,MID,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15674,2017-18,Beram Kayal,MID,44,0,0,0,3,0,0,0,0,0,36.4,0,16.8,17,90,1,0,Brighton,Crystal Palace,False,-1,4,15:00,0.39999999999999997,2018-04-14
15675,2017-18,Beram Kayal,MID,44,0,0,0,1,0,0,0,0,0,12.4,0,27.6,15,90,0,0,Brighton,Tottenham,True,0,4,19:45,0.23846153846153847,2018-04-17
15676,2017-18,Bernardo mota Veiga de carvalho e silva,MID,72,0,0,0,0,0,0,0,0,0,0.3,0,2.0,4,14,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15677,2017-18,Boaz Myhill,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Man United,False,1,4,16:00,0.06210526315789473,2018-04-15
15678,2017-18,Bojan Krkic perez,MID,55,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,West Ham,False,0,4,20:00,0.5,2018-04-16
15679,2017-18,Bradley Smith,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Liverpool,False,-1,4,17:30,0.10416666666666667,2018-04-14
15680,2017-18,Bradley Smith,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Man United,True,-1,4,19:45,0.35,2018-04-18
15681,2017-18,Brahim Diaz,MID,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15682,2017-18,Brandon Mason,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15683,2017-18,Bruno Martins indi,DEF,49,0,0,0,1,0,0,0,0,0,0.1,34,21.4,8,90,1,0,Stoke,West Ham,False,0,4,20:00,0.5,2018-04-16
15684,2017-18,Bruno Saltor grau,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Crystal Palace,False,-1,4,15:00,0.39999999999999997,2018-04-14
15685,2017-18,Bruno Saltor grau,DEF,45,0,0,0,1,0,0,0,0,0,1.5,0,17.8,13,90,0,0,Brighton,Tottenham,True,0,4,19:45,0.23846153846153847,2018-04-17
15686,2017-18,Callum Hudson-odoi,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15687,2017-18,Callum Hudson-odoi,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15688,2017-18,Callum Wilson,FWD,58,0,0,0,1,0,0,0,0,0,0.4,8,0.0,0,20,0,0,Bournemouth,Liverpool,False,-1,4,17:30,0.10416666666666667,2018-04-14
15689,2017-18,Callum Wilson,FWD,58,0,0,0,2,0,0,0,0,0,23.3,39,9.0,0,90,0,0,Bournemouth,Man United,True,-1,4,19:45,0.35,2018-04-18
15690,2017-18,Calum Chambers,DEF,47,0,0,0,2,0,0,0,0,0,7.7,20,13.2,3,77,0,0,Arsenal,Newcastle,False,-1,4,13:30,1.4622222222222223,2018-04-15
15691,2017-18,Cameron Carter-vickers,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Man City,True,-1,4,19:45,1.0305343511450382,2018-04-14
15692,2017-18,Cameron Carter-vickers,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Brighton,False,0,4,19:45,4.193548387096774,2018-04-17
15693,2017-18,Carl Jenkinson,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Newcastle,False,-1,4,13:30,1.4622222222222223,2018-04-15
15694,2017-18,Carl Stewart,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15695,2017-18,Cenk Tosun,FWD,68,0,0,0,1,0,0,0,0,0,27.8,24,15.8,8,90,0,0,Everton,Swansea,False,0,4,15:00,0.8193548387096774,2018-04-14
15696,2017-18,Cesc Fàbregas,MID,68,0,0,0,2,0,0,0,0,0,22.3,42,18.2,19,90,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15697,2017-18,Cesc Fàbregas,MID,68,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15698,2017-18,Chancel Mbemba,DEF,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15699,2017-18,Charlie Adam,MID,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,West Ham,False,0,4,20:00,0.5,2018-04-16
15700,2017-18,Charlie Austin,FWD,58,0,0,0,0,0,0,0,0,0,0.3,0,7.0,1,11,0,0,Southampton,Chelsea,True,-1,4,12:30,0.41111111111111115,2018-04-14
15701,2017-18,Charlie Austin,FWD,58,0,0,0,0,0,0,0,0,0,0.3,7,7.0,5,17,0,0,Southampton,Leicester,False,0,4,19:45,0.703125,2018-04-19
15702,2017-18,Charlie Daniels,DEF,47,0,0,0,3,0,0,0,0,0,12.0,2,7.2,10,90,0,0,Bournemouth,Liverpool,False,-1,4,17:30,0.10416666666666667,2018-04-14
15703,2017-18,Charlie Daniels,DEF,47,0,0,0,2,0,0,0,0,0,6.9,2,17.4,20,90,0,0,Bournemouth,Man United,True,-1,4,19:45,0.35,2018-04-18
15704,2017-18,Charlie Taylor,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Leicester,True,1,4,15:00,1.1450381679389312,2018-04-14
15705,2017-18,Charlie Taylor,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,True,-1,4,19:45,0.475,2018-04-19
15706,2017-18,Charly Musonda,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15707,2017-18,Charly Musonda,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15708,2017-18,Cheikhou Kouyaté,MID,50,0,0,0,1,0,0,0,0,0,12.6,2,9.2,7,90,1,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15709,2017-18,Christian Atsu,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15710,2017-18,Christian Benteke,FWD,75,0,0,0,0,0,0,0,0,0,12.5,0,1.2,3,19,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15711,2017-18,Christian Eriksen,MID,94,2,0,1,3,0,0,0,0,0,23.8,58,50.6,29,90,0,0,Tottenham,Man City,True,-1,4,19:45,1.0305343511450382,2018-04-14
15712,2017-18,Christian Eriksen,MID,94,0,0,0,1,0,0,0,0,0,48.8,30,15.8,13,90,0,0,Tottenham,Brighton,False,0,4,19:45,4.193548387096774,2018-04-17
15713,2017-18,Christian Fuchs,DEF,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Burnley,False,-1,4,15:00,0.8733333333333334,2018-04-14
15714,2017-18,Christian Fuchs,DEF,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Southampton,True,0,4,19:45,1.4222222222222223,2018-04-19
15715,2017-18,Christian Kabasele,DEF,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15716,2017-18,Christopher Schindler,DEF,46,2,0,0,0,0,0,0,0,1,0.5,4,17.6,28,90,0,0,Huddersfield,Watford,True,1,4,15:00,1.1450381679389312,2018-04-14
15717,2017-18,Chris Brunt,MID,50,1,0,0,0,0,0,0,0,1,6.7,9,9.8,15,90,0,0,West Brom,Man United,False,1,4,16:00,0.06210526315789473,2018-04-15
15718,2017-18,Chris Löwe,DEF,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Watford,True,1,4,15:00,1.1450381679389312,2018-04-14
15719,2017-18,Chris Smalling,DEF,55,0,0,0,1,0,0,0,0,0,0.3,19,21.2,16,90,0,0,Man United,West Brom,True,-1,4,16:00,16.10169491525424,2018-04-15
15720,2017-18,Chris Smalling,DEF,55,3,0,1,0,0,0,0,0,1,0.8,33,50.2,42,90,1,0,Man United,Bournemouth,False,1,4,19:45,2.857142857142857,2018-04-18
15721,2017-18,Chris Wood,FWD,63,2,0,1,1,0,0,0,0,0,15.8,46,45.4,31,74,0,0,Burnley,Leicester,True,1,4,15:00,1.1450381679389312,2018-04-14
15722,2017-18,Chris Wood,FWD,63,0,0,0,2,0,0,0,0,0,1.5,6,0.0,3,71,0,0,Burnley,Chelsea,True,-1,4,19:45,0.475,2018-04-19
15723,2017-18,Chung-yong Lee,MID,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15724,2017-18,Ciaran Clark,DEF,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15725,2017-18,Claudio Bravo,GK,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15726,2017-18,Claudio Yacob,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.2,3,1,0,0,West Brom,Man United,False,1,4,16:00,0.06210526315789473,2018-04-15
15727,2017-18,Collin Quaner,FWD,46,0,0,0,0,0,0,0,0,1,2.8,6,4.6,5,60,0,0,Huddersfield,Watford,True,1,4,15:00,1.1450381679389312,2018-04-14
15728,2017-18,Connor Goldson,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Crystal Palace,False,-1,4,15:00,0.39999999999999997,2018-04-14
15729,2017-18,Connor Goldson,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Tottenham,True,0,4,19:45,0.23846153846153847,2018-04-17
15730,2017-18,Connor Mahoney,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Liverpool,False,-1,4,17:30,0.10416666666666667,2018-04-14
15731,2017-18,Connor Mahoney,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Man United,True,-1,4,19:45,0.35,2018-04-18
15732,2017-18,Connor Roberts,DEF,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Everton,True,0,4,15:00,1.220472440944882,2018-04-14
15733,2017-18,Connor Wickham,FWD,54,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15734,2017-18,Conor Masterson,DEF,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15735,2017-18,Costel Pantilimon,GK,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15736,2017-18,Craig Cathcart,DEF,44,0,0,0,1,0,0,0,0,0,0.3,0,25.8,16,90,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15737,2017-18,Craig Dawson,DEF,48,1,0,0,0,0,0,0,0,1,0.0,2,31.0,27,90,0,0,West Brom,Man United,False,1,4,16:00,0.06210526315789473,2018-04-15
15738,2017-18,Cuco Martina,DEF,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Swansea,False,0,4,15:00,0.8193548387096774,2018-04-14
15739,2017-18,Curtis Jones,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15740,2017-18,Cédric Soares,DEF,47,0,0,0,3,0,0,0,0,0,1.4,0,10.8,8,90,0,0,Southampton,Chelsea,True,-1,4,12:30,0.41111111111111115,2018-04-14
15741,2017-18,Cédric Soares,DEF,47,1,0,0,0,0,0,0,0,1,7.4,4,18.6,20,90,0,0,Southampton,Leicester,False,0,4,19:45,0.703125,2018-04-19
15742,2017-18,César Azpilicueta,DEF,69,0,0,0,2,0,0,0,0,0,13.6,0,17.0,17,90,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15743,2017-18,César Azpilicueta,DEF,69,0,0,0,1,0,0,0,0,0,1.4,0,9.6,10,90,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15744,2017-18,Daley Blind,DEF,51,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Brom,True,-1,4,16:00,16.10169491525424,2018-04-15
15745,2017-18,Daley Blind,DEF,51,0,0,0,0,0,0,0,0,0,0.1,0,1.2,3,10,0,0,Man United,Bournemouth,False,1,4,19:45,2.857142857142857,2018-04-18
15746,2017-18,Dale Stephens,MID,45,0,0,0,3,0,0,0,0,0,2.9,7,23.0,7,90,1,0,Brighton,Crystal Palace,False,-1,4,15:00,0.39999999999999997,2018-04-14
15747,2017-18,Dale Stephens,MID,45,0,0,0,1,0,0,0,0,0,1.1,18,18.0,11,90,0,0,Brighton,Tottenham,True,0,4,19:45,0.23846153846153847,2018-04-17
15748,2017-18,Damian emiliano Martinez,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Newcastle,False,-1,4,13:30,1.4622222222222223,2018-04-15
15749,2017-18,Damien Delaney,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15750,2017-18,Daniel Amartey,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Burnley,False,-1,4,15:00,0.8733333333333334,2018-04-14
15751,2017-18,Daniel Amartey,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Southampton,True,0,4,19:45,1.4222222222222223,2018-04-19
15752,2017-18,Daniel Bachmann,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15753,2017-18,Daniel Drinkwater,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15754,2017-18,Daniel Drinkwater,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15755,2017-18,Daniel Sturridge,FWD,79,0,0,0,0,0,0,0,0,0,0.0,0,0.2,3,5,0,0,West Brom,Man United,False,1,4,16:00,0.06210526315789473,2018-04-15
15756,2017-18,Danilo luiz Da silva,DEF,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15757,2017-18,Danny Ings,FWD,54,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15758,2017-18,Danny Rose,DEF,64,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Man City,True,-1,4,19:45,1.0305343511450382,2018-04-14
15759,2017-18,Danny Rose,DEF,64,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Brighton,False,0,4,19:45,4.193548387096774,2018-04-17
15760,2017-18,Danny Simpson,DEF,43,0,0,0,2,0,0,0,0,0,2.0,0,9.0,13,90,0,0,Leicester,Burnley,False,-1,4,15:00,0.8733333333333334,2018-04-14
15761,2017-18,Danny Simpson,DEF,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Southampton,True,0,4,19:45,1.4222222222222223,2018-04-19
15762,2017-18,Danny Ward,GK,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15763,2017-18,Danny Welbeck,FWD,73,0,0,0,1,0,0,0,0,0,1.8,8,1.2,4,22,0,0,Arsenal,Newcastle,False,-1,4,13:30,1.4622222222222223,2018-04-15
15764,2017-18,Danny Williams,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Watford,True,1,4,15:00,1.1450381679389312,2018-04-14
15765,2017-18,Dan Gosling,MID,48,0,0,0,3,0,0,0,0,0,2.7,17,13.0,8,90,0,0,Bournemouth,Liverpool,False,-1,4,17:30,0.10416666666666667,2018-04-14
15766,2017-18,Dan Gosling,MID,48,0,0,0,0,0,0,0,0,0,1.3,1,1.4,3,15,0,0,Bournemouth,Man United,True,-1,4,19:45,0.35,2018-04-18
15767,2017-18,Darren Fletcher,MID,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,West Ham,False,0,4,20:00,0.5,2018-04-16
15768,2017-18,Darren Randolph,GK,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15769,2017-18,Daryl Janmaat,DEF,48,0,0,0,1,0,0,0,0,0,1.8,0,20.0,11,90,1,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15770,2017-18,Daryl Murphy,FWD,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15771,2017-18,Davide Zappacosta,DEF,59,0,0,0,2,0,0,0,0,0,11.7,18,5.2,7,60,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15772,2017-18,Davide Zappacosta,DEF,59,0,0,0,0,0,0,0,0,0,0.8,4,0.0,2,6,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15773,2017-18,David De gea,GK,59,1,0,0,1,3,0,0,0,0,0.0,0,26.4,15,90,0,0,Man United,West Brom,True,-1,4,16:00,16.10169491525424,2018-04-15
15774,2017-18,David De gea,GK,59,1,0,0,0,2,0,0,0,1,0.0,0,16.6,25,90,0,0,Man United,Bournemouth,False,1,4,19:45,2.857142857142857,2018-04-18
15775,2017-18,David Luiz moreira marinho,DEF,57,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15776,2017-18,David Luiz moreira marinho,DEF,57,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15777,2017-18,David Ospina,GK,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Newcastle,False,-1,4,13:30,1.4622222222222223,2018-04-15
15778,2017-18,David Silva,MID,82,0,0,0,1,0,0,0,0,0,38.2,15,20.0,16,90,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15779,2017-18,Davinson Sánchez,DEF,60,0,0,0,3,0,0,0,0,0,0.8,0,28.8,18,90,0,0,Tottenham,Man City,True,-1,4,19:45,1.0305343511450382,2018-04-14
15780,2017-18,Davinson Sánchez,DEF,60,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Brighton,False,0,4,19:45,4.193548387096774,2018-04-17
15781,2017-18,Davy Klaassen,MID,69,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Swansea,False,0,4,15:00,0.8193548387096774,2018-04-14
15782,2017-18,Davy Pröpper,MID,53,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Crystal Palace,False,-1,4,15:00,0.39999999999999997,2018-04-14
15783,2017-18,Davy Pröpper,MID,53,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Tottenham,True,0,4,19:45,0.23846153846153847,2018-04-17
15784,2017-18,Deandre Yedlin,DEF,44,1,1,0,1,0,0,0,0,0,14.6,0,27.8,21,90,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15785,2017-18,Dean Marney,MID,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Leicester,True,1,4,15:00,1.1450381679389312,2018-04-14
15786,2017-18,Dean Marney,MID,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,True,-1,4,19:45,0.475,2018-04-19
15787,2017-18,Dean Whitehead,MID,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Watford,True,1,4,15:00,1.1450381679389312,2018-04-14
15788,2017-18,Declan Rice,DEF,44,0,0,0,1,0,0,0,0,0,0.8,10,25.8,18,90,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15789,2017-18,Dejan Lovren,DEF,53,2,0,0,0,0,0,0,0,1,13.7,0,28.2,31,82,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15790,2017-18,Demarai Gray,MID,53,0,0,0,2,0,0,0,0,0,20.3,16,12.6,16,63,0,0,Leicester,Burnley,False,-1,4,15:00,0.8733333333333334,2018-04-14
15791,2017-18,Demarai Gray,MID,53,1,0,0,0,0,0,0,0,1,13.8,12,7.4,16,90,0,0,Leicester,Southampton,True,0,4,19:45,1.4222222222222223,2018-04-19
15792,2017-18,Diafra Sakho,FWD,55,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15793,2017-18,Didier Ndong,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15794,2017-18,Diego Cavalieri,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15795,2017-18,Diego Da silva costa,FWD,95,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15796,2017-18,Diego Da silva costa,FWD,95,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15797,2017-18,Dion Henry,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Brighton,True,1,4,15:00,2.5,2018-04-14
15798,2017-18,Divock Origi,FWD,74,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15799,2017-18,Dodi Lukebakio,MID,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Huddersfield,False,-1,4,15:00,0.8733333333333334,2018-04-14
15800,2017-18,Domingos Quina,MID,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15801,2017-18,Dominic Calvert-lewin,FWD,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Swansea,False,0,4,15:00,0.8193548387096774,2018-04-14
15802,2017-18,Dominic Solanke,FWD,46,0,0,0,0,0,0,0,0,0,0.0,0,0.0,3,1,0,0,Liverpool,Bournemouth,True,1,4,17:30,9.6,2018-04-14
15803,2017-18,Dujon Sterling,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15804,2017-18,Dujon Sterling,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15805,2017-18,Dusan Tadic,MID,62,2,0,1,3,0,0,0,0,0,17.9,36,58.0,34,82,0,0,Southampton,Chelsea,True,-1,4,12:30,0.41111111111111115,2018-04-14
15806,2017-18,Dusan Tadic,MID,62,1,0,0,0,0,0,0,0,1,19.3,8,8.6,3,90,0,0,Southampton,Leicester,False,0,4,19:45,0.703125,2018-04-19
15807,2017-18,Dwight Gayle,FWD,61,0,0,0,1,0,0,0,0,0,2.6,6,0.4,2,62,0,0,Newcastle,Arsenal,True,1,4,13:30,0.6838905775075987,2018-04-15
15808,2017-18,Eden Hazard,MID,106,2,0,1,2,0,0,0,0,0,36.8,58,48.2,32,85,1,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15809,2017-18,Eden Hazard,MID,106,0,0,0,0,0,0,0,0,0,36.8,26,11.4,7,19,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
15810,2017-18,Ederson Santana de moraes,GK,56,0,0,0,1,2,0,0,0,0,0.0,0,17.8,15,90,0,0,Man City,Tottenham,False,1,4,19:45,0.9703703703703703,2018-04-14
15811,2017-18,Edimilson Fernandes,MID,43,1,0,0,0,0,0,0,0,1,5.3,16,1.6,10,75,0,0,West Ham,Stoke,True,0,4,20:00,2.0,2018-04-16
15812,2017-18,Eduardo Dos reis carvalho,GK,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Southampton,False,1,4,12:30,2.4324324324324325,2018-04-14
15813,2017-18,Eduardo Dos reis carvalho,GK,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,False,1,4,19:45,2.1052631578947367,2018-04-19
